Date,Close,Open,Range,MA-20,MA-50,Lag
1995-05-22,0.3291252851486206,0.3170044637776016,0.013985448211735085,0.3033688396215439,0.2849592405557632,0.318869024515152
1995-05-23,0.327260673046112,0.3291252749320693,0.0065261439461675175,0.30565311163663866,0.28581701219081873,0.3291252851486206
1995-05-24,0.3244636058807373,0.326328206893837,0.010255367814214211,0.30761108100414275,0.2870850300788879,0.327260673046112
1995-05-25,0.3235313594341278,0.322599046287489,0.007458430482495282,0.30966228395700457,0.2883344030380249,0.3244636058807373
1995-05-26,0.3192859590053558,0.3216240429552978,0.006545092165601507,0.31136137098073957,0.2894615769386291,0.3235313594341278
1995-05-27,0.3192859590053558,0.3216240429552978,0.006545092165601507,0.31136137098073957,0.2894615769386291,0.3235313594341278
1995-05-28,0.3192859590053558,0.3216240429552978,0.006545092165601507,0.31136137098073957,0.2894615769386291,0.3235313594341278
1995-05-29,0.3192859590053558,0.3216240429552978,0.006545092165601507,0.31136137098073957,0.2894615769386291,0.3235313594341278
1995-05-30,0.3141438364982605,0.3188183035121691,0.010284656298779227,0.3128033518791199,0.29050455331802366,0.3192859590053558
1995-05-31,0.3108717799186706,0.3150788112369035,0.008414886511663833,0.3141283363103866,0.2914634436368942,0.3141438364982605
1995-06-01,0.3155462443828583,0.3132090103368737,0.005609341737631002,0.3156870439648628,0.29236663877964014,0.3108717799186706
1995-06-02,0.3150789439678192,0.3132091459351701,0.006544243182420695,0.31708254218101495,0.29299010217189786,0.3155462443828583
1995-06-03,0.3150789439678192,0.3132091459351701,0.006544243182420695,0.31708254218101495,0.29299010217189786,0.3155462443828583
1995-06-04,0.3150789439678192,0.3132091459351701,0.006544243182420695,0.31708254218101495,0.29299010217189786,0.3155462443828583
1995-06-05,0.325363427400589,0.3169485419913897,0.0102846574432921,0.318852424621582,0.29395911872386926,0.3150789439678192
1995-06-06,0.329103022813797,0.3262983518421309,0.006544240589192618,0.3202032476663589,0.2949096745252609,0.325363427400589
1995-06-07,0.3225587010383606,0.3300378383909562,0.007479137352595588,0.32094711661338804,0.2958132719993591,0.329103022813797
1995-06-08,0.3211564719676971,0.3244286050022986,0.009349761136477508,0.32155095338821404,0.29710837900638576,0.3225587010383606
1995-06-09,0.325363427400589,0.3262983009346795,0.004674467534099835,0.3225283250212669,0.2984876251220703,0.3211564719676971
1995-06-10,0.325363427400589,0.3262983009346795,0.004674467534099835,0.3225283250212669,0.2984876251220703,0.3211564719676971
1995-06-11,0.325363427400589,0.3262983009346795,0.004674467534099835,0.3225283250212669,0.2984876251220703,0.3211564719676971
1995-06-12,0.3303889632225036,0.3291030437199721,0.004674443594414213,0.322777971625328,0.29981821238994594,0.325363427400589
1995-06-13,0.329103022813797,0.3328425924313236,0.005610190784466396,0.3229633212089538,0.30114172756671903,0.3303889632225036
1995-06-14,0.3262984156608581,0.3281682133182817,0.003739570348926524,0.32296182364225384,0.30237185835838315,0.329103022813797
1995-06-15,0.3262984156608581,0.3262984156608581,0.0028046715202146855,0.32286709696054455,0.3038444066047668,0.3262984156608581
1995-06-16,0.3281682133674621,0.3281682133674621,0.0037395453835663006,0.32309893965721126,0.3052238100767135,0.3262984156608581
1995-06-17,0.3281682133674621,0.3281682133674621,0.0037395453835663006,0.32309893965721126,0.3052238100767135,0.3262984156608581
1995-06-18,0.3281682133674621,0.3281682133674621,0.0037395453835663006,0.32309893965721126,0.3052238100767135,0.3262984156608581
1995-06-19,0.3319076597690582,0.3281680908160792,0.013089327693454333,0.32375087141990655,0.3063796466588974,0.3281682133674621
1995-06-20,0.3543468117713928,0.3440621526481195,0.013089330115506614,0.3250119477510452,0.3079842662811279,0.3319076597690582
1995-06-21,0.3693059980869293,0.3562166649991499,0.02524376731054928,0.32711421400308605,0.30990671634674066,0.3543468117713928
1995-06-22,0.3674361407756805,0.3665012421257915,0.00747913926728061,0.3292628407478332,0.31162393450736997,0.3693059980869293
1995-06-23,0.3646315038204193,0.3646315038204193,0.009349761314828231,0.3313178479671478,0.3130986016988754,0.3674361407756805
1995-06-24,0.3646315038204193,0.3646315038204193,0.009349761314828231,0.3313178479671478,0.3130986016988754,0.3674361407756805
1995-06-25,0.3646315038204193,0.3646315038204193,0.009349761314828231,0.3313178479671478,0.3130986016988754,0.3674361407756805
1995-06-26,0.3599570393562317,0.360891938104421,0.006545090146715782,0.3333514019846916,0.3145916581153869,0.3646315038204193
1995-06-27,0.3468676805496216,0.3543468200134854,0.01402422909442591,0.33498759418725965,0.3158042788505554,0.3599570393562317
1995-06-28,0.3487374484539032,0.3440621562323086,0.015894001273311975,0.3368808776140213,0.317184836268425,0.3468676805496216
1995-06-29,0.3534119129180908,0.3468676722846222,0.0158948499398589,0.33877416104078295,0.3188266962766647,0.3487374484539032
1995-06-30,0.347335010766983,0.3534118128364451,0.013089326401349799,0.3403869643807411,0.32016054272651673,0.3534119129180908
1995-07-01,0.347335010766983,0.3534118128364451,0.013089326401349799,0.3403869643807411,0.32016054272651673,0.3534119129180908
1995-07-02,0.347335010766983,0.3534118128364451,0.013089326401349799,0.3403869643807411,0.32016054272651673,0.3534119129180908
1995-07-03,0.3510745763778686,0.3478024694984191,0.006545087565700158,0.3416725218296051,0.3213454240560531,0.347335010766983
1995-07-04,0.3510745763778686,0.3478024694984191,0.006545087565700158,0.3416725218296051,0.3213454240560531,0.347335010766983
1995-07-05,0.3478025794029236,0.3506072504618355,0.010283810526621529,0.34260749965906145,0.3224835127592086,0.3510745763778686
1995-07-06,0.3515422344207763,0.3478026637797033,0.009349787927010633,0.3440566763281822,0.3238828527927398,0.3478025794029236
1995-07-07,0.3636966049671173,0.3506072736738418,0.018698673782466868,0.3461836829781532,0.32545070052146907,0.3515422344207763
1995-07-08,0.3636966049671173,0.3506072736738418,0.018698673782466868,0.3461836829781532,0.32545070052146907,0.3515422344207763
1995-07-09,0.3636966049671173,0.3506072736738418,0.018698673782466868,0.3461836829781532,0.32545070052146907,0.3515422344207763
1995-07-10,0.3636966049671173,0.3636966049671173,0.013089331293275386,0.34810034185647964,0.32707448661327354,0.3636966049671173
1995-07-11,0.352477103471756,0.3571515729497962,0.01168699757053343,0.34920474886894226,0.3284179443120956,0.3636966049671173
1995-07-12,0.3515422344207763,0.3534120072583516,0.014024207537987554,0.35032670944929123,0.329742704629898,0.352477103471756
1995-07-13,0.3562165200710296,0.3543467480676566,0.012154454243603063,0.3518226146697998,0.33117959320545187,0.3515422344207763
1995-07-14,0.3646315038204193,0.3543468437684545,0.014959103805811225,0.35373926907777786,0.3327847814559936,0.3562165200710296
1995-07-15,0.3646315038204193,0.3543468437684545,0.014959103805811225,0.35373926907777786,0.3327847814559936,0.3562165200710296
1995-07-16,0.3646315038204193,0.3543468437684545,0.014959103805811225,0.35373926907777786,0.3327847814559936,0.3562165200710296
1995-07-17,0.3665012121200561,0.365566313546708,0.00841401226239219,0.35565591901540755,0.3343714261054992,0.3646315038204193
1995-07-18,0.3599570393562317,0.3665012806617201,0.013556768343339687,0.35705838799476625,0.33577125132083885,0.3665012121200561
1995-07-19,0.3403225541114807,0.3515421109349859,0.022438239840028018,0.3563571751117706,0.3365359711647033,0.3599570393562317
1995-07-20,0.352009654045105,0.3440622273452502,0.0177638022697571,0.3554923579096794,0.33742253780364984,0.3403225541114807
1995-07-21,0.3272333145141601,0.3216239714733092,0.014024206443427834,0.3534822165966034,0.3377856093645095,0.352009654045105
1995-07-22,0.3272333145141601,0.3216239714733092,0.014024206443427834,0.3534822165966034,0.3377856093645095,0.352009654045105
1995-07-23,0.3272333145141601,0.3216239714733092,0.014024206443427834,0.3534822165966034,0.3377856093645095,0.352009654045105
1995-07-24,0.3393877148628235,0.3291030548149164,0.013089331292291895,0.3522200271487236,0.33845704376697533,0.3272333145141601
1995-07-25,0.3421922624111175,0.3440620592087564,0.005610189302008517,0.3513317883014679,0.33879296839237205,0.3393877148628235
1995-07-26,0.3393877148628235,0.3459319560883609,0.006544241225537428,0.350957790017128,0.3390728020668029,0.3421922624111175
1995-07-27,0.350139856338501,0.3403226568930613,0.014959105702902098,0.3510279104113579,0.3395490318536758,0.3393877148628235
1995-07-28,0.3403225541114807,0.3496723137882895,0.016828898331766595,0.35037344247102736,0.3397916239500045,0.350139856338501
1995-07-29,0.3403225541114807,0.3496723137882895,0.016828898331766595,0.35037344247102736,0.3397916239500045,0.350139856338501
1995-07-30,0.3403225541114807,0.3496723137882895,0.016828898331766595,0.35037344247102736,0.3397916239500045,0.350139856338501
1995-07-31,0.3365829586982727,0.3403225277359288,0.006544239574420241,0.34983583986759187,0.3400526559352874,0.3403225541114807
1995-08-01,0.325363427400589,0.3356480598779692,0.010284632477380207,0.3485502824187279,0.34018254399299613,0.3365829586982727
1995-08-02,0.3319076597690582,0.3281680908160792,0.009349758740475389,0.3477555364370346,0.3402381914854049,0.325363427400589
