Day,Close,Open,Range,MA-20,MA-50,Lag
22,0.329103022813797,0.3328425924313236,0.0056101907844663,0.3229633212089538,0.301141727566719,0.3303889632225036
23,0.3262984156608581,0.3281682133182817,0.0037395703489265,0.3229618236422538,0.3023718583583831,0.329103022813797
24,0.3262984156608581,0.3262984156608581,0.0028046715202146,0.3228670969605445,0.3038444066047668,0.3262984156608581
25,0.3281682133674621,0.3281682133674621,0.0037395453835663,0.3230989396572112,0.3052238100767135,0.3262984156608581
26,0.3281682133674621,0.3281682133674621,0.0037395453835663,0.3230989396572112,0.3052238100767135,0.3262984156608581
27,0.3281682133674621,0.3281682133674621,0.0037395453835663,0.3230989396572112,0.3052238100767135,0.3262984156608581
28,0.3319076597690582,0.3281680908160792,0.0130893276934543,0.3237508714199065,0.3063796466588974,0.3281682133674621
29,0.3543468117713928,0.3440621526481195,0.0130893301155066,0.3250119477510452,0.3079842662811279,0.3319076597690582
30,0.3693059980869293,0.3562166649991499,0.0252437673105492,0.327114214003086,0.3099067163467406,0.3543468117713928
31,0.3674361407756805,0.3665012421257915,0.0074791392672806,0.3292628407478332,0.3116239345073699,0.3693059980869293
32,0.3646315038204193,0.3646315038204193,0.0093497613148282,0.3313178479671478,0.3130986016988754,0.3674361407756805
33,0.3646315038204193,0.3646315038204193,0.0093497613148282,0.3313178479671478,0.3130986016988754,0.3674361407756805
34,0.3646315038204193,0.3646315038204193,0.0093497613148282,0.3313178479671478,0.3130986016988754,0.3674361407756805
35,0.3599570393562317,0.360891938104421,0.0065450901467157,0.3333514019846916,0.3145916581153869,0.3646315038204193
36,0.3468676805496216,0.3543468200134854,0.0140242290944259,0.3349875941872596,0.3158042788505554,0.3599570393562317
37,0.3487374484539032,0.3440621562323086,0.0158940012733119,0.3368808776140213,0.317184836268425,0.3468676805496216
38,0.3534119129180908,0.3468676722846222,0.0158948499398589,0.3387741610407829,0.3188266962766647,0.3487374484539032
39,0.347335010766983,0.3534118128364451,0.0130893264013497,0.3403869643807411,0.3201605427265167,0.3534119129180908
40,0.347335010766983,0.3534118128364451,0.0130893264013497,0.3403869643807411,0.3201605427265167,0.3534119129180908
41,0.347335010766983,0.3534118128364451,0.0130893264013497,0.3403869643807411,0.3201605427265167,0.3534119129180908
42,0.3510745763778686,0.3478024694984191,0.0065450875657001,0.3416725218296051,0.3213454240560531,0.347335010766983
43,0.3510745763778686,0.3478024694984191,0.0065450875657001,0.3416725218296051,0.3213454240560531,0.347335010766983
44,0.3478025794029236,0.3506072504618355,0.0102838105266215,0.3426074996590614,0.3224835127592086,0.3510745763778686
45,0.3515422344207763,0.3478026637797033,0.0093497879270106,0.3440566763281822,0.3238828527927398,0.3478025794029236
46,0.3636966049671173,0.3506072736738418,0.0186986737824668,0.3461836829781532,0.325450700521469,0.3515422344207763
47,0.3636966049671173,0.3506072736738418,0.0186986737824668,0.3461836829781532,0.325450700521469,0.3515422344207763
48,0.3636966049671173,0.3506072736738418,0.0186986737824668,0.3461836829781532,0.325450700521469,0.3515422344207763
49,0.3636966049671173,0.3636966049671173,0.0130893312932753,0.3481003418564796,0.3270744866132735,0.3636966049671173
50,0.352477103471756,0.3571515729497962,0.0116869975705334,0.3492047488689422,0.3284179443120956,0.3636966049671173
51,0.3515422344207763,0.3534120072583516,0.0140242075379875,0.3503267094492912,0.329742704629898,0.352477103471756
52,0.3562165200710296,0.3543467480676566,0.012154454243603,0.3518226146697998,0.3311795932054518,0.3515422344207763
53,0.3646315038204193,0.3543468437684545,0.0149591038058112,0.3537392690777778,0.3327847814559936,0.3562165200710296
54,0.3646315038204193,0.3543468437684545,0.0149591038058112,0.3537392690777778,0.3327847814559936,0.3562165200710296
55,0.3646315038204193,0.3543468437684545,0.0149591038058112,0.3537392690777778,0.3327847814559936,0.3562165200710296
56,0.3665012121200561,0.365566313546708,0.0084140122623921,0.3556559190154075,0.3343714261054992,0.3646315038204193
57,0.3599570393562317,0.3665012806617201,0.0135567683433396,0.3570583879947662,0.3357712513208388,0.3665012121200561
58,0.3403225541114807,0.3515421109349859,0.022438239840028,0.3563571751117706,0.3365359711647033,0.3599570393562317
59,0.352009654045105,0.3440622273452502,0.0177638022697571,0.3554923579096794,0.3374225378036498,0.3403225541114807
60,0.3272333145141601,0.3216239714733092,0.0140242064434278,0.3534822165966034,0.3377856093645095,0.352009654045105
61,0.3272333145141601,0.3216239714733092,0.0140242064434278,0.3534822165966034,0.3377856093645095,0.352009654045105
62,0.3272333145141601,0.3216239714733092,0.0140242064434278,0.3534822165966034,0.3377856093645095,0.352009654045105
63,0.3393877148628235,0.3291030548149164,0.0130893312922918,0.3522200271487236,0.3384570437669753,0.3272333145141601
64,0.3421922624111175,0.3440620592087564,0.0056101893020085,0.3513317883014679,0.338792968392372,0.3393877148628235
65,0.3393877148628235,0.3459319560883609,0.0065442412255374,0.350957790017128,0.3390728020668029,0.3421922624111175
66,0.350139856338501,0.3403226568930613,0.014959105702902,0.3510279104113579,0.3395490318536758,0.3393877148628235
67,0.3403225541114807,0.3496723137882895,0.0168288983317665,0.3503734424710273,0.3397916239500045,0.350139856338501
68,0.3403225541114807,0.3496723137882895,0.0168288983317665,0.3503734424710273,0.3397916239500045,0.350139856338501
69,0.3403225541114807,0.3496723137882895,0.0168288983317665,0.3503734424710273,0.3397916239500045,0.350139856338501
70,0.3365829586982727,0.3403225277359288,0.0065442395744202,0.3498358398675918,0.3400526559352874,0.3403225541114807
71,0.325363427400589,0.3356480598779692,0.0102846324773802,0.3485502824187279,0.3401825439929961,0.3365829586982727
72,0.3319076597690582,0.3281680908160792,0.0093497587404753,0.3477555364370346,0.3402381914854049,0.325363427400589
73,0.3365829586982727,0.3300378702828496,0.0130893279898434,0.3470075726509094,0.3404246371984481,0.3319076597690582
74,0.3309727609157562,0.3365829506969202,0.0102846572085892,0.3453713804483413,0.3405548202991484,0.3365829586982727
75,0.3309727609157562,0.3365829506969202,0.0102846572085892,0.3453713804483413,0.3405548202991484,0.3365829586982727
76,0.3309727609157562,0.3365829506969202,0.0102846572085892,0.3453713804483413,0.3405548202991484,0.3365829586982727
77,0.3244285583496094,0.3300378999269707,0.0112195569617157,0.343407978117466,0.3405727642774581,0.3309727609157562
78,0.3178834915161133,0.3262983533101031,0.0102846590941229,0.3416782975196838,0.3405447149276732,0.3244285583496094
79,0.3225587010383606,0.3188183084870514,0.0093497580487105,0.340229120850563,0.3407130122184753,0.3178834915161133
80,0.3197533190250397,0.3225588393345654,0.0046752929663798,0.3384059607982635,0.3408906430006027,0.3225587010383606
81,0.3220914602279663,0.3206891242421233,0.0093497637356984,0.3362789586186409,0.3410215473175048,0.3197533190250397
82,0.3220914602279663,0.3206891242421233,0.0093497637356984,0.3362789586186409,0.3410215473175048,0.3197533190250397
83,0.3220914602279663,0.3206891242421233,0.0093497637356984,0.3362789586186409,0.3410215473175048,0.3197533190250397
84,0.3244285583496094,0.3216238875609287,0.0065442401622263,0.3341753259301185,0.3412085396051406,0.3220914602279663
85,0.329570472240448,0.3281681368072891,0.0074791389541238,0.3326559975743294,0.3412926805019378,0.3244285583496094
86,0.3337510824203491,0.3300013056909983,0.0065621030178489,0.3323274239897728,0.3413856416940688,0.329570472240448
87,0.3346894979476928,0.3346894979476928,0.0103127344156955,0.3314614161849022,0.3416282576322554,0.3337510824203491
88,0.3365643918514251,0.3365643918514251,0.0103127349493999,0.3319279700517654,0.34193641602993,0.3346894979476928
89,0.3365643918514251,0.3365643918514251,0.0103127349493999,0.3319279700517654,0.34193641602993,0.3346894979476928
90,0.3365643918514251,0.3365643918514251,0.0103127349493999,0.3319279700517654,0.34193641602993,0.3346894979476928
91,0.3309389054775238,0.3365644117512275,0.0093752846952493,0.3315055295825004,0.3420479255914687,0.3365643918514251
92,0.3356268405914306,0.3328136630935041,0.0075004047537577,0.3311772584915161,0.3421526831388473,0.3309389054775238
93,0.3412515223026275,0.3365642946480376,0.0093744302751173,0.3312704488635062,0.3423956531286239,0.3356268405914306
94,0.3431263566017151,0.3421889312120876,0.0056246524740026,0.330919773876667,0.342732211947441,0.3412515223026275
95,0.3356268405914306,0.3440638196110544,0.0093744294776021,0.3306849882006645,0.3429187804460525,0.3431263566017151
96,0.3356268405914306,0.3440638196110544,0.0093744294776021,0.3306849882006645,0.3429187804460525,0.3431263566017151
97,0.3356268405914306,0.3440638196110544,0.0093744294776021,0.3306849882006645,0.3429187804460525,0.3431263566017151
98,0.322501927614212,0.3365644167705605,0.0149999400342333,0.3299809366464614,0.3428054547309875,0.3356268405914306
99,0.3234393000602722,0.3225018743712219,0.0056255054288645,0.3298847302794456,0.3426360875368117,0.322501927614212
100,0.3253141641616821,0.3243767135461801,0.0046872280434455,0.3295550554990768,0.3420554345846175,0.3234393000602722
101,0.322501927614212,0.3253142552137951,0.0037497784774679,0.3288510039448737,0.3411193531751632,0.3253141641616821
102,0.3220331370830536,0.3225018749625056,0.0046872285901151,0.3284040227532386,0.3402112931013106,0.322501927614212
103,0.3220331370830536,0.3225018749625056,0.0046872285901151,0.3284040227532386,0.3402112931013106,0.322501927614212
104,0.3220331370830536,0.3225018749625056,0.0046872285901151,0.3284040227532386,0.3402112931013106,0.322501927614212
105,0.3220331370830536,0.3225018749625056,0.0046872285901151,0.3284040227532386,0.3402112931013106,0.322501927614212
106,0.3262515664100647,0.3262515664100647,0.0056255289831522,0.3284951731562614,0.3394436943531035,0.3220331370830536
107,0.3281265199184418,0.3290639706166371,0.0050391824015764,0.3290073245763778,0.3388070839643478,0.3262515664100647
108,0.3356268405914306,0.3300013117195692,0.0117188942635695,0.3296607315540313,0.3385822671651839,0.3281265199184418
109,0.3356268405914306,0.3356268405914306,0.0028131774979265,0.3304544076323509,0.3383200550079345,0.3356268405914306
110,0.3356268405914306,0.3356268405914306,0.0028131774979265,0.3304544076323509,0.3383200550079345,0.3356268405914306
111,0.3356268405914306,0.3356268405914306,0.0028131774979265,0.3304544076323509,0.3383200550079345,0.3356268405914306
112,0.3318762481212616,0.3365643020023527,0.0093752816381023,0.3309436470270156,0.3378893417119979,0.3356268405914306
113,0.3220331370830536,0.3337511835242739,0.0168756651592408,0.3308238759636878,0.3373833042383194,0.3318762481212616
114,0.3178138136863708,0.3215644429279413,0.0103127346287,0.330236043035984,0.3367180889844894,0.3220331370830536
115,0.3000015616416931,0.3103142717078328,0.0140625133548805,0.3285485669970512,0.3357620686292648,0.3178138136863708
116,0.2690642476081848,0.2803135840491078,0.032813086802295,0.3252673044800758,0.334112508893013,0.3000015616416931
117,0.2690642476081848,0.2803135840491078,0.032813086802295,0.3252673044800758,0.334112508893013,0.3000015616416931
118,0.2690642476081848,0.2803135840491078,0.032813086802295,0.3252673044800758,0.334112508893013,0.3000015616416931
119,0.275157630443573,0.272814015648338,0.007030819351632,0.3221969664096832,0.3323417294025421,0.2690642476081848
120,0.2756263315677643,0.2756263315677643,0.0074995570094772,0.3194313377141952,0.330580323934555,0.275157630443573
121,0.2746888995170593,0.2793761292278797,0.0065621065747044,0.3163844406604766,0.3290245598554611,0.2756263315677643
122,0.277501106262207,0.2737513541703744,0.0084369797577171,0.3131969198584556,0.3275437372922897,0.2746888995170593
123,0.2779698073863983,0.2765636442789113,0.0065621028462921,0.3099390923976898,0.3259788030385971,0.277501106262207
124,0.2779698073863983,0.2765636442789113,0.0065621028462921,0.3099390923976898,0.3259788030385971,0.277501106262207
125,0.2779698073863983,0.2765636442789113,0.0065621028462921,0.3099390923976898,0.3259788030385971,0.277501106262207
126,0.2813685536384582,0.2868764741555623,0.0066797151673566,0.3072261780500412,0.3243135440349579,0.2779698073863983
127,0.2803134322166443,0.2831266097031015,0.005625503814866,0.3051167532801628,0.3225897884368896,0.2813685536384582
128,0.2718764543533325,0.2812508846945857,0.0206245878952623,0.3025386109948158,0.3208281767368316,0.2803134322166443
129,0.2831268012523651,0.2737515143120893,0.0103127129945869,0.3004292428493499,0.3196842616796493,0.2718764543533325
130,0.2793761193752289,0.2850016259610597,0.0103127361313484,0.2982729524374008,0.3182315909862518,0.2831268012523651
131,0.2793761193752289,0.2850016259610597,0.0103127361313484,0.2982729524374008,0.3182315909862518,0.2831268012523651
132,0.2793761193752289,0.2850016259610597,0.0103127361313484,0.2982729524374008,0.3182315909862518,0.2831268012523651
133,0.2821892201900482,0.2831266708466547,0.0075004063429536,0.2962807565927505,0.3173307090997695,0.2793761193752289
134,0.2821892201900482,0.2859389977824089,0.0103127332787077,0.2940776392817497,0.316186739206314,0.2821892201900482
135,0.2728139758110046,0.2746888523529723,0.0074995312019399,0.2913120120763778,0.3147991734743118,0.2821892201900482
136,0.2737514078617096,0.2718765064140031,0.0056246542749845,0.2882182404398918,0.3134864473342895,0.2728139758110046
137,0.2676571905612945,0.2756263110616377,0.0103127099866329,0.284819757938385,0.3118367940187453,0.2737514078617096
138,0.2676571905612945,0.2756263110616377,0.0103127099866329,0.284819757938385,0.3118367940187453,0.2737514078617096
139,0.2676571905612945,0.2756263110616377,0.0103127099866329,0.284819757938385,0.3118367940187453,0.2737514078617096
140,0.2610950767993927,0.2653135677843178,0.0103118835414187,0.2812806993722915,0.3102522444725036,0.2676571905612945
141,0.2601576149463653,0.257814000598638,0.0103127342610589,0.2781869232654571,0.3087237375974654,0.2610950767993927
142,0.2615638375282287,0.2643761653660262,0.0112493363852634,0.27537442445755,0.3074477458000182,0.2601576149463653
143,0.2648448348045349,0.2625012205350088,0.0046872035049849,0.2736165881156921,0.3061064893007278,0.2615638375282287
144,0.2700015604496002,0.2681258083267827,0.0103127313619796,0.2736634537577629,0.3047748613357544,0.2648448348045349
145,0.2700015604496002,0.2681258083267827,0.0103127313619796,0.2736634537577629,0.3047748613357544,0.2648448348045349
146,0.2700015604496002,0.2681258083267827,0.0103127313619796,0.2736634537577629,0.3047748613357544,0.2648448348045349
147,0.2709390521049499,0.2718765028163984,0.0084369813008345,0.2734525248408317,0.3035741871595382,0.2700015604496002
148,0.2746888995170593,0.273751473602154,0.0074995575236831,0.2734056532382964,0.3025793939828872,0.2709390521049499
149,0.2803134322166443,0.2775010808541752,0.0210941748132231,0.2736868798732757,0.3018279927968978,0.2746888995170593
150,0.260626345872879,0.2690641784166852,0.0103127089514538,0.2728431418538093,0.3005893456935882,0.2803134322166443
151,0.2634387016296386,0.2643761274183002,0.0046872040455178,0.2721165865659713,0.2994630533456802,0.260626345872879
152,0.2634387016296386,0.2643761274183002,0.0046872040455178,0.2721165865659713,0.2994630533456802,0.260626345872879
153,0.2634387016296386,0.2643761274183002,0.0046872040455178,0.2721165865659713,0.2994630533456802,0.260626345872879
154,0.2634387016296386,0.2634387016296386,0.0028123274341247,0.2712200939655304,0.2982899981737136,0.2634387016296386
155,0.2634387016296386,0.2662510290637634,0.004687229079588,0.27037635743618,0.2970702010393142,0.2634387016296386
156,0.260626345872879,0.2643760986881743,0.0046872035361528,0.2698138520121574,0.2956913185119628,0.2634387016296386
157,0.2615638375282287,0.2615638375282287,0.0037497787950879,0.2687357038259506,0.2942475736141204,0.260626345872879
158,0.260626345872879,0.2615637715596691,0.0056246542570103,0.2677982151508331,0.2927663105726241,0.2615638375282287
159,0.260626345872879,0.2615637715596691,0.0056246542570103,0.2677982151508331,0.2927663105726241,0.2615638375282287
160,0.260626345872879,0.2615637715596691,0.0056246542570103,0.2677982151508331,0.2927663105726241,0.2615638375282287
161,0.2643761336803436,0.2615638061796058,0.0046872041565395,0.2669075608253478,0.2913225454092025,0.260626345872879
162,0.2723452150821686,0.2643760954785069,0.0112501595357282,0.2664153605699538,0.2901506716012954,0.2643761336803436
163,0.2746888995170593,0.2746888995170593,0.0121876133589278,0.2665091067552566,0.288931912779808,0.2723452150821686
164,0.2746888995170593,0.2765638014150168,0.0046872297108203,0.2665559813380241,0.2876006603240966,0.2746888995170593
165,0.2737514078617096,0.2756262842753486,0.0074995557226911,0.2668606922030448,0.2862131613492965,0.2746888995170593
166,0.2737514078617096,0.2756262842753486,0.0074995557226911,0.2668606922030448,0.2862131613492965,0.2746888995170593
167,0.2737514078617096,0.2756262842753486,0.0074995557226911,0.2668606922030448,0.2862131613492965,0.2746888995170593
168,0.2859391570091247,0.2737515406645314,0.0178122733482212,0.2681028962135314,0.2852194076776504,0.2737514078617096
169,0.2971892356872558,0.2831267461119369,0.0225003488179659,0.269954477250576,0.2847131538391113,0.2859391570091247
170,0.2915636897087097,0.2981266462516517,0.0168748400093209,0.2714544698596001,0.28407564163208,0.2971892356872558
171,0.2953142821788788,0.2981266091315305,0.0084378570502584,0.2729779422283173,0.283475643992424,0.2915636897087097
172,0.2981266379356384,0.295314310711268,0.0103127343370567,0.2743841961026191,0.2829881381988525,0.2953142821788788
173,0.2981266379356384,0.295314310711268,0.0103127343370567,0.2743841961026191,0.2829881381988525,0.2953142821788788
174,0.2981266379356384,0.295314310711268,0.0103127343370567,0.2743841961026191,0.2829881381988525,0.2953142821788788
175,0.3065636456012726,0.3018764168566221,0.0093752836135551,0.2761654257774353,0.2826787483692168,0.2981266379356384
176,0.3112516403198242,0.3075010118974158,0.0112501829509095,0.2779935628175735,0.282378749847412,0.3065636456012726
177,0.3075011968612671,0.3150016070594686,0.0140625180992722,0.2793529510498047,0.2819662433862686,0.3112516403198242
178,0.2995327711105346,0.3065636134910836,0.0149999365087525,0.2812982723116874,0.2812443619966507,0.3075011968612671
179,0.3009389042854309,0.3000014787563107,0.0046872277818534,0.2831732824444771,0.2805506032705307,0.2995327711105346
180,0.3009389042854309,0.3000014787563107,0.0046872277818534,0.2831732824444771,0.2805506032705307,0.2995327711105346
181,0.3009389042854309,0.3000014787563107,0.0046872277818534,0.2831732824444771,0.2805506032705307,0.2995327711105346
182,0.2896887958049774,0.30187640622236,0.0131250611401025,0.284485787153244,0.279706854224205,0.3009389042854309
183,0.2905912399291992,0.2915315859044382,0.0065825473869429,0.285843414068222,0.2790780162811279,0.2896887958049774
184,0.2905912399291992,0.2905912399291992,0.0056421762996499,0.287341658771038,0.2785335648059845,0.2905912399291992
185,0.2905912399291992,0.2905912399291992,0.0056421762996499,0.287341658771038,0.2785335648059845,0.2905912399291992
186,0.3023466765880584,0.2924719880917544,0.0122256039084941,0.2893808007240295,0.2785804671049118,0.2905912399291992
187,0.3023466765880584,0.2924719880917544,0.0122256039084941,0.2893808007240295,0.2785804671049118,0.2905912399291992
188,0.3023466765880584,0.2924719880917544,0.0122256039084941,0.2893808007240295,0.2785804671049118,0.2905912399291992
189,0.2962342500686645,0.3056378849715058,0.0094036349028412,0.2911611959338188,0.2791238671541214,0.3023466765880584
190,0.3009361326694488,0.2962343018402829,0.006583401903527,0.2929891958832741,0.2796394371986389,0.2962342500686645
191,0.2952930033206939,0.3018764035851001,0.0084641170605817,0.2941365852952003,0.2800327706336975,0.3009361326694488
192,0.286829799413681,0.2924719760816002,0.0075229189652625,0.2947436302900313,0.2802755886316299,0.2952930033206939
193,0.2830683887004852,0.285889477520486,0.0084641453821022,0.2951626047492027,0.2803869342803955,0.286829799413681
194,0.2830683887004852,0.285889477520486,0.0084641453821022,0.2951626047492027,0.2803869342803955,0.286829799413681
195,0.2830683887004852,0.285889477520486,0.0084641453821022,0.2951626047492027,0.2803869342803955,0.286829799413681
196,0.2971746325492859,0.301876437625945,0.0084641180150309,0.2963337659835815,0.2807710307836533,0.2830683887004852
197,0.2971746325492859,0.2896508604823548,0.0122255771435901,0.2968955397605896,0.2810871523618698,0.2971746325492859
198,0.2915315926074981,0.299055365064562,0.0112852317806674,0.2966126576066016,0.2813115155696868,0.2971746325492859
199,0.2901210486888885,0.2915315927971507,0.0065825475425748,0.2965405255556106,0.281676407456398,0.2915315926074981
200,0.2962342500686645,0.2915315662514382,0.0112852307604204,0.2965865239500999,0.281938556432724,0.2901210486888885
201,0.2962342500686645,0.2915315662514382,0.0112852307604204,0.2965865239500999,0.281938556432724,0.2901210486888885
202,0.2962342500686645,0.2915315662514382,0.0112852307604204,0.2965865239500999,0.281938556432724,0.2901210486888885
203,0.2905912399291992,0.2971746411259792,0.0094044893466049,0.2962097540497779,0.2821628588438034,0.2962342500686645
204,0.2858894765377044,0.290591307962916,0.0047018314252115,0.2951760455965995,0.2822368639707565,0.2905912399291992
205,0.2887105643749237,0.2877702181826987,0.0169274117268616,0.2940489917993545,0.282367290854454,0.2858894765377044
206,0.2877701222896576,0.2924719270201893,0.0103448593737914,0.293062438070774,0.2826664137840271,0.2887105643749237
207,0.2651997804641723,0.2670805232892688,0.0169274136756871,0.2913457885384559,0.2824953812360763,0.2877701222896576
208,0.2651997804641723,0.2670805232892688,0.0169274136756871,0.2913457885384559,0.2824953812360763,0.2877701222896576
209,0.2651997804641723,0.2670805232892688,0.0169274136756871,0.2913457885384559,0.2824953812360763,0.2877701222896576
210,0.242629274725914,0.264259368813374,0.0253915285833395,0.28843030706048,0.2819948229193687,0.2651997804641723
211,0.246391624212265,0.246391624212265,0.0075237741271747,0.2862654484808444,0.2817007538676261,0.242629274725914
212,0.2454511821269989,0.2520337292286148,0.0084632640826262,0.2840084455907344,0.2814066252112389,0.246391624212265
213,0.2445108443498611,0.2463915613936158,0.0084641181748051,0.2817044258117675,0.2810655653476714,0.2454511821269989
214,0.242629274725914,0.245451216963773,0.0056430306657969,0.2787185557186603,0.280621254146099,0.2445108443498611
215,0.242629274725914,0.245451216963773,0.0056430306657969,0.2787185557186603,0.280621254146099,0.2445108443498611
216,0.242629274725914,0.245451216963773,0.0056430306657969,0.2787185557186603,0.280621254146099,0.2445108443498611
217,0.242629274725914,0.245451216963773,0.0056430306657969,0.2787185557186603,0.280621254146099,0.2445108443498611
218,0.2412186861038208,0.2445108258816274,0.0056430547389725,0.2759677775204181,0.2800455966591835,0.242629274725914
219,0.2435705661773681,0.2416889946060949,0.0112852357130588,0.2730994991958141,0.2794982269406318,0.2412186861038208
220,0.2407485991716385,0.2416889705144933,0.0065834029859311,0.2703722789883613,0.2788194209337234,0.2435705661773681
221,0.2398082017898559,0.2407485730306031,0.0056430310303431,0.2680211991071701,0.2780093163251876,0.2407485991716385
222,0.2398082017898559,0.2407485730306031,0.0056430310303431,0.2680211991071701,0.2780093163251876,0.2407485991716385
223,0.2398082017898559,0.2407485730306031,0.0056430310303431,0.2680211991071701,0.2780093163251876,0.2407485991716385
224,0.2398082017898559,0.2407485730306031,0.0056430310303431,0.2680211991071701,0.2780093163251876,0.2407485991716385
225,0.241688922047615,0.2426292680898375,0.0037614595050574,0.2659522257745266,0.2776305678486823,0.2398082017898559
226,0.241688922047615,0.2407485508933367,0.0075237728200127,0.2631779402494431,0.2771955722570419,0.241688922047615
227,0.2374572306871414,0.2435704584636007,0.0075237717515319,0.2601920701563358,0.2766759428381919,0.241688922047615
228,0.2576768398284912,0.2379274866408855,0.0216300956866521,0.2584993325173855,0.276560705602169,0.2374572306871414
229,0.2576768398284912,0.2379274866408855,0.0216300956866521,0.2584993325173855,0.276560705602169,0.2374572306871414
230,0.2576768398284912,0.2379274866408855,0.0216300956866521,0.2584993325173855,0.276560705602169,0.2374572306871414
231,0.2604978382587433,0.2595574673348556,0.0112852295601921,0.2570181719958782,0.2765581354498863,0.2576768398284912
232,0.246391624212265,0.2604979473389121,0.014106323126647,0.2545260407030582,0.276254691183567,0.2604978382587433
233,0.2576768398284912,0.2445108889734155,0.0188090070501407,0.2528803206980228,0.2761957010626792,0.246391624212265
234,0.2633190453052521,0.2454512614008251,0.019748501492856,0.2517517991364002,0.2761745592951774,0.2576768398284912
235,0.2548548281192779,0.261438228662616,0.0112852304010642,0.2500590123236179,0.2758247515559196,0.2633190453052521
236,0.2548548281192779,0.261438228662616,0.0112852304010642,0.2500590123236179,0.2758247515559196,0.2633190453052521
237,0.2548548281192779,0.261438228662616,0.0112852304010642,0.2500590123236179,0.2758247515559196,0.2633190453052521
238,0.2567363977432251,0.2539144560753271,0.0084641173841965,0.2485073260962963,0.2754657015204429,0.2548548281192779
239,0.2600277364253998,0.2586171920738307,0.0084641450314777,0.2482487238943576,0.2751724782586097,0.2567363977432251
240,0.2557951509952545,0.2586170924210197,0.0047026581324752,0.2489070177078247,0.2748133531212806,0.2600277364253998
241,0.2402783632278442,0.2473319374847918,0.0225704381624713,0.2486013546586036,0.273900137245655,0.2557951509952545
242,0.224761500954628,0.2332256193624656,0.0178677541096176,0.2475668705999851,0.2724515825510025,0.2402783632278442
243,0.224761500954628,0.2332256193624656,0.0178677541096176,0.2475668705999851,0.2724515825510025,0.2402783632278442
244,0.224761500954628,0.2332256193624656,0.0178677541096176,0.2475668705999851,0.2724515825510025,0.2402783632278442
245,0.2294632196426391,0.2238210453735213,0.0131659438455012,0.2468144893646239,0.2712095731496811,0.224761500954628
246,0.237927496433258,0.253914536582823,0.0225695889430282,0.2465794004499912,0.2700618374347686,0.2294632196426391
247,0.242629274725914,0.2416889286579724,0.003761459607936,0.2466499298810958,0.2689518901705741,0.237927496433258
248,0.2275825142860412,0.2388677171807095,0.0141063152779888,0.2458505272865295,0.2673722675442695,0.242629274725914
249,0.2304044365882873,0.2285228664552352,0.0197493420204825,0.2453333191573619,0.2657553234696388,0.2275825142860412
250,0.2304044365882873,0.2285228664552352,0.0197493420204825,0.2453333191573619,0.2657553234696388,0.2275825142860412
251,0.2304044365882873,0.2285228664552352,0.0197493420204825,0.2453333191573619,0.2657553234696388,0.2275825142860412
