Date,Close,Open,Range,MA20,MA50,Lag,Delta,PctChange
1995-07-19,0.3403225839138031,0.3515421417198139,0.0224382418049629,0.356357192993164,0.3365359663963317,0.3599570095539093,-0.0196344256401062,-0.05454658506147425
1995-07-20,0.3520097434520721,0.3440623147336497,0.017763806781587,0.3554923862218856,0.3374225336313248,0.3403225839138031,0.011687159538268987,0.03434141632290011
1995-07-21,0.3272333741188049,0.3216240300562276,0.0140242089978983,0.3534822463989258,0.337785604596138,0.3520097434520721,-0.024776369333267212,-0.07038546459052952
1995-07-22,0.3272333741188049,0.3216240300562276,0.0140242089978983,0.3534822463989258,0.337785604596138,0.3272333741188049,0.0,0.0
1995-07-23,0.3272333741188049,0.3216240300562276,0.0140242089978983,0.3534822463989258,0.337785604596138,0.3272333741188049,0.0,0.0
1995-07-24,0.3393876254558563,0.3291029681172997,0.0130893278440898,0.3522200480103493,0.3384570401906967,0.3272333741188049,0.012154251337051447,0.03714245641900438
1995-07-25,0.3421924114227295,0.3440622090345932,0.0056101917450308,0.3513318181037902,0.338792969584465,0.3393876254558563,0.002804785966873169,0.008264255254168074
1995-07-26,0.3393876254558563,0.3459318649574046,0.0065442395015482,0.3509578108787536,0.3390728032588959,0.3421924114227295,-0.002804785966873169,-0.00819651714429237
1995-07-27,0.3501397967338562,0.3403225989596078,0.0149591031563992,0.3510279253125191,0.3395490324497223,0.3393876254558563,0.010752171277999878,0.031681094039766045
1995-07-28,0.3403225839138031,0.349672344409378,0.0168288998054869,0.3503734558820724,0.3397916269302368,0.3501397967338562,-0.0098172128200531,-0.028037980576984367
1995-07-29,0.3403225839138031,0.349672344409378,0.0168288998054869,0.3503734558820724,0.3397916269302368,0.3403225839138031,0.0,0.0
1995-07-30,0.3403225839138031,0.349672344409378,0.0168288998054869,0.3503734558820724,0.3397916269302368,0.3403225839138031,0.0,0.0
1995-07-31,0.3365829885005951,0.3403225578693667,0.0065442401538718,0.3498358532786369,0.3400526607036591,0.3403225839138031,-0.003739595413208008,-0.010988384520949634
1995-08-01,0.3253633677959442,0.335647998389241,0.0102846305932967,0.3485502853989601,0.3401825493574142,0.3365829885005951,-0.011219620704650879,-0.033333891159003204
1995-08-02,0.3319077491760254,0.3281681792157074,0.0093497612590479,0.3477555453777313,0.3402381992340088,0.3253633677959442,0.006544381380081177,0.02011406946151828
1995-08-03,0.3365829885005951,0.3300378995056452,0.0130893291488217,0.3470075860619545,0.3404246479272842,0.3319077491760254,0.004675239324569702,0.014085960138551012
1995-08-04,0.3309727907180786,0.33658298100441,0.0102846581346675,0.3453713968396187,0.3405548322200775,0.3365829885005951,-0.0056101977825164795,-0.016668096648344344
1995-08-05,0.3309727907180786,0.33658298100441,0.0102846581346675,0.3453713968396187,0.3405548322200775,0.3309727907180786,0.0,0.0
1995-08-06,0.3309727907180786,0.33658298100441,0.0102846581346675,0.3453713968396187,0.3405548322200775,0.3309727907180786,0.0,0.0
1995-08-07,0.3244286179542541,0.3300379605621746,0.0112195590229945,0.3434079989790916,0.3405727785825729,0.3309727907180786,-0.006544172763824518,-0.019772540061756327
1995-08-08,0.3178834915161133,0.3262983533101031,0.0102846590941229,0.3416783228516579,0.3405447316169738,0.3244286179542541,-0.006545126438140814,-0.02017431902096778
1995-08-09,0.3225588500499725,0.3188184557707239,0.0093497623679942,0.3402291566133499,0.3407130312919617,0.3178834915161133,0.004675358533859197,0.014707773944348412
1995-08-10,0.3197532296180725,0.3225587491431402,0.0046752916591102,0.3384059861302376,0.3408906596899033,0.3225588500499725,-0.002805620431899969,-0.00869801101865697
1995-08-11,0.3220913112163543,0.3206889758792847,0.0093497594101464,0.336278972029686,0.3410215604305267,0.3197532296180725,0.002338081598281805,0.007312143808756888
1995-08-12,0.3220913112163543,0.3206889758792847,0.0093497594101464,0.336278972029686,0.3410215604305267,0.3220913112163543,0.0,0.0
1995-08-13,0.3220913112163543,0.3206889758792847,0.0093497594101464,0.336278972029686,0.3410215604305267,0.3220913112163543,0.0,0.0
1995-08-14,0.3244286179542541,0.3216239466502938,0.0065442413645467,0.3341753378510475,0.3412085556983947,0.3220913112163543,0.0023373067378997803,0.007256658768822755
1995-08-15,0.3295705318450928,0.3281681961583138,0.0074791403067674,0.3326560139656067,0.3412926989793777,0.3244286179542541,0.0051419138908386786,0.015849137857387507
1995-08-16,0.3337512612342834,0.3300014824959135,0.006562106533629,0.3323274478316306,0.3413856619596481,0.3295705318450928,0.004180729389190618,0.012685385934794846
1995-08-17,0.3346894085407257,0.3346894085407257,0.0103127316608127,0.3314614310860633,0.3416282731294632,0.3337512612342834,0.0009381473064423163,0.0028109176366040156
1995-08-18,0.3365644514560699,0.3365644514560699,0.0103127367757575,0.3319279849529266,0.3419364333152771,0.3346894085407257,0.0018750429153441828,0.005602337174395622
