Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
1995-05-12,0.32539600133895874,0.3258621704187471,0.30208665106205745,0.30488359085016364,647953600
1995-05-15,0.32539600133895874,0.32632831460166084,0.31700441017152803,0.3216667731850251,393355200
1995-05-16,0.3263283371925354,0.33098987893187765,0.3170044321169325,0.3216667954531931,332516800
1995-05-17,0.32819294929504395,0.33098988936493684,0.3244637456622743,0.32632834747865913,263144000
1995-05-18,0.32353147864341736,0.329125309790625,0.3225991651532558,0.329125309790625,371571200
1995-05-19,0.3188689649105072,0.3263282666152232,0.31793667668177233,0.3198021245297245,322593600
1995-05-22,0.3291252553462982,0.3291252553462982,0.31513980840094663,0.31700443507282067,371884800
1995-05-23,0.3272606134414673,0.3309898414310479,0.32446369867350017,0.3291252149878208,276662400
1995-05-24,0.3244638741016388,0.33005770666199485,0.3198023303700841,0.3263284766561285,264667200
1995-05-25,0.32353147864341736,0.3281929963004635,0.3207345630698135,0.3225991651532558,182862400
1995-05-26,0.3192858099937439,0.32255876648682785,0.31601367737583846,0.3216238928524959,114553600
1995-05-30,0.31414392590522766,0.3206890154488278,0.3104043562229819,0.3188183942495139,196380800
1995-05-31,0.31087177991867065,0.3150788112369035,0.30666392472523973,0.3150788112369035,159532800
1995-06-01,0.3155462443828583,0.3178834784288428,0.3122741366912118,0.31320901033687376,186726400
1995-06-02,0.31507882475852966,0.31694859711782947,0.3104043564114059,0.3132090274333137,105694400
1995-06-05,0.3253636062145233,0.3253636062145233,0.31507894311896695,0.3169487161806531,254654400
1995-06-06,0.329103022813797,0.33190771875137876,0.3253634781621861,0.32629835184213096,315268800
1995-06-07,0.32255885004997253,0.33003799085768604,0.32255885004997253,0.33003799085768604,124521600
1995-06-08,0.32115647196769714,0.32442860500229864,0.31507884386582113,0.32442860500229864,136136000
1995-06-09,0.3253636062145233,0.3272333792762095,0.3225589091731057,0.3262984802624036,186625600
1995-06-12,0.3303889036178589,0.3328425535277521,0.3281681107766426,0.32910298434731683,212116800
1995-06-13,0.329103022813797,0.33377833991831857,0.3281681491338521,0.3328425924313236,125944000
1995-06-14,0.32629847526550293,0.3281682732644808,0.3244287022324503,0.3281682732644808,118048000
1995-06-15,0.32629847526550293,0.3272333742649919,0.3244287022324503,0.32629847526550293,92758400
1995-06-16,0.32816821336746216,0.32910308723039344,0.32536354184682714,0.32816821336746216,89208000
1995-06-19,0.3319077789783478,0.3384528695963269,0.32536353720165706,0.3281682086822502,469537600
1995-06-20,0.3543468415737152,0.3571515128018352,0.3440621815854512,0.3440621815854512,738528000
1995-06-21,0.36930593848228455,0.37491612967636684,0.34967236644006977,0.3562166075070759,626012800
1995-06-22,0.36743617057800293,0.3711757405149554,0.3636966006410504,0.3665012718522853,473916800
1995-06-23,0.3646315038204193,0.3665012763287742,0.357151515013946,0.3646315038204193,231963200
1995-06-26,0.3599570691585541,0.3627617406694139,0.3562166499808032,0.3608919679841475,152779200
1995-06-27,0.34686747193336487,0.36089169259321374,0.34686747193336487,0.3543466068990579,217100800
1995-06-28,0.3487374782562256,0.3552817195208378,0.33938771688926006,0.344062185635091,266358400
1995-06-29,0.35341188311576843,0.35995697203844657,0.3440621234389596,0.34686764303415885,232556800
1995-06-30,0.34733521938323975,0.35808649488139055,0.3449971606183332,0.353412025102549,165491200
1995-07-03,0.3510746359825134,0.3524769713069211,0.34593188263001085,0.347802528547533,39390400
1995-07-05,0.3478025197982788,0.35808632856251305,0.3478025197982788,0.3506071903765405,177060800
1995-07-06,0.3515421450138092,0.3515421450138092,0.3421923594647096,0.3478025753238129,184094400
1995-07-07,0.36369648575782776,0.3683709279780329,0.3496722603244537,0.3506071587548587,387116800
1995-07-10,0.36369648575782776,0.37304624400508674,0.3599569170021177,0.36369648575782776,297931200
1995-07-11,0.35247695446014404,0.36369651032611205,0.3520095176963204,0.3571514219620269,214692800
1995-07-12,0.3515421450138092,0.3590212594278855,0.34499705545664394,0.3534119173758492,283808000
1995-07-13,0.35621654987335205,0.36463143584831625,0.352476980587829,0.3543467777135473,352329600
1995-07-14,0.3646315038204193,0.3665012763287742,0.35154217252296305,0.35434684376845454,277928000
1995-07-17,0.3665013015270233,0.37211064440366826,0.36369663008870085,0.3655664027256092,226161600
1995-07-18,0.3599570691585541,0.37070831827215694,0.35715154880639666,0.3665013110058672,254632000
1995-07-19,0.34032267332077026,0.3590213503831505,0.33658310268338293,0.35154223407429824,521035200
1995-07-20,0.3520095944404602,0.3543468287009589,0.33658302943908835,0.34406216908631726,331273600
1995-07-21,0.32723331451416016,0.335648177916737,0.32162397147330923,0.32162397147330923,757881600
1995-07-24,0.3393876254558563,0.34032252394633794,0.327233196102248,0.3291029681172997,214625600
1995-07-25,0.3421923518180847,0.3468676689087354,0.3412574781409135,0.3440621491042585,263524800
1995-07-26,0.3393876254558563,0.34593186495740463,0.3393876254558563,0.34593186495740463,171449600
1995-07-27,0.350139856338501,0.35528176259596345,0.34032265689306135,0.34032265689306135,325180800
1995-07-28,0.34032267332077026,0.35341200691003066,0.33658310268338293,0.3496724362726433,260937600
1995-07-31,0.3365829586982727,0.34125742623682087,0.3347131866624006,0.34032252773592886,158524800
1995-08-01,0.3253636062145233,0.3356482443441541,0.3253636062145233,0.3356482443441541,210918400
1995-08-02,0.3319077789783478,0.336583071965318,0.32723330986674576,0.3281682086822502,275128000
1995-08-03,0.3365829586982727,0.34125742623682087,0.32816809824697746,0.33003787028284964,213931200
1995-08-04,0.3309728503227234,0.33751794035060495,0.327233280363781,0.33658304161938984,192315200
1995-08-07,0.32442864775657654,0.3337784101251966,0.32255885007156254,0.3300379908797766,193760000
1995-08-08,0.3178834319114685,0.32723319060240097,0.3169485334366998,0.3262982921276323,234595200
1995-08-09,0.32255885004997253,0.3272333192962737,0.31788355692827946,0.31881845577072393,369017600
1995-08-10,0.3197532594203949,0.3234936778440629,0.31881838574919613,0.32255877920694864,164024000
1995-08-11,0.32209137082099915,0.32255880769788625,0.313209046557519,0.32068903522442016,206931200
1995-08-14,0.32442864775657654,0.32723331931817656,0.32068907735246954,0.3216239761949765,167406400
1995-08-15,0.3295705020427704,0.33003793890745436,0.3225587992770087,0.32816816648280145,317867200
1995-08-16,0.3337511420249939,0.3337511420249939,0.3271890378352183,0.3300013646259701,292633600
1995-08-17,0.3346893787384033,0.34125148165271324,0.33093875091019476,0.3346893787384033,246892800
1995-08-18,0.33656442165374756,0.33843932343672006,0.3281265875741413,0.33656442165374756,241158400
1995-08-21,0.33093884587287903,0.3403141288795676,0.33093884587287903,0.3365643511333857,271779200
1995-08-22,0.33562690019607544,0.3384392270353967,0.330938820949627,0.33281372219855104,217044800
1995-08-23,0.3412516117095947,0.34406393902554555,0.3346895062943531,0.336564382826964,253803200
1995-08-24,0.34312644600868225,0.3468762236464338,0.34125156970683945,0.3421890203747938,287929600
1995-08-25,0.33562690019607544,0.34406388071403926,0.3346894495716134,0.34406388071403926,134344000
1995-08-28,0.32250189781188965,0.3375018364599822,0.32250189781188965,0.33656438566872693,243040000
1995-08-29,0.3234393894672394,0.3243768404494927,0.3187513334655934,0.3225019635190604,317060800
1995-08-30,0.3253142535686493,0.32812658115401017,0.3234393518223611,0.32437680269550523,153473600
1995-08-31,0.32250189781188965,0.32625167594284143,0.32250189781188965,0.3253142251515862,87864000
1995-09-01,0.3220330774784088,0.3262515924423405,0.3215643647197777,0.3225018152711028,98380800
1995-09-05,0.326251745223999,0.326251745223999,0.3206262131575728,0.326251745223999,179972800
1995-09-06,0.32812657952308655,0.33129088613713975,0.32625170282018867,0.3290640303915711,200760000
1995-09-07,0.33562690019607544,0.33984539045505735,0.32812649411030576,0.33000137032516497,262326400
1995-09-08,0.33562690019607544,0.33656432578647266,0.33375114778894827,0.33562690019607544,174776000
1995-09-11,0.33187630772590637,0.3412515910477999,0.33187630772590637,0.3365643624489673,172491200
1995-09-12,0.3220330774784088,0.3365642995288022,0.31968863749305354,0.33375112175075294,326256000
1995-09-13,0.31781384348869324,0.32531425151682536,0.31500151592107034,0.32156447308197106,322750400
1995-09-14,0.30000150203704834,0.3121891113261102,0.29812660076518543,0.3103142100542473,550558400
1995-09-15,0.26906415820121765,0.2990640560246652,0.266250980125783,0.280313490904115,1211963200
1995-09-18,0.27515754103660583,0.2760949666228438,0.26906414955573577,0.2728139270028816,621488000
1995-09-19,0.2756262719631195,0.2784385989749851,0.27093904358729926,0.2756262719631195,490022400
1995-09-20,0.27468883991241455,0.2803135193517163,0.273751414200921,0.27937606860615466,321809600
1995-09-21,0.2775011956691742,0.281250974003195,0.2728139915272012,0.27375144236922405,347334400
1995-09-22,0.2779698967933655,0.27937606035313456,0.27281395539618974,0.2765637332335964,398641600
1995-09-25,0.28136858344078064,0.2869932634463306,0.28031354757146415,0.286876504541279,315212800
1995-09-26,0.28031349182128906,0.28406409552535455,0.27843859051430553,0.28312666990592833,250902400
1995-09-27,0.27187642455101013,0.28125085386466503,0.2606262682302112,0.28125085386466503,451236800
1995-09-28,0.28312674164772034,0.28406416750468194,0.27375145668115614,0.27375145668115614,331184000
1995-09-29,0.2793761193752289,0.2868765277928958,0.2765637916615474,0.2850016259610597,283416000
1995-10-02,0.2821892499923706,0.2887513552135167,0.2812509480784366,0.2831267007479824,392000000
1995-10-03,0.2821892499923706,0.2887513552135167,0.27843862084566945,0.28593902798074955,289822400
1995-10-04,0.27281397581100464,0.2775011796829584,0.27000164848101854,0.2746888523529723,266772800
1995-10-05,0.273751437664032,0.2746888634558719,0.2690642085685516,0.2718765360122118,244070400
