Date,Close,Open,Range,MA20,MA50
1995-07-24,0.3393877446651459,0.329103083714122,0.013089332441692636,0.35222002416849135,0.33845702588558196
1995-07-25,0.3421922922134399,0.3440620891739238,0.005610189790612896,0.351331789791584,0.3387929528951645
1995-07-26,0.3393877446651459,0.3459319864653464,0.006544241800200523,0.3509577944874763,0.3390727889537811
1995-07-27,0.3501398861408233,0.3403226858597881,0.014959106976153491,0.3510279193520546,0.3395490205287933
1995-07-28,0.3403225243091583,0.3496722831672011,0.016828896858046283,0.3503734514117241,0.3397916120290756
1995-07-29,0.3403225243091583,0.3496722831672011,0.016828896858046283,0.3503734514117241,0.3397916120290756
1995-07-30,0.3403225243091583,0.3496722831672011,0.016828896858046283,0.3503734514117241,0.3397916120290756
1995-07-31,0.3365830481052398,0.3403226181362426,0.006544241312775201,0.3498358458280563,0.3400526452064514
1995-08-01,0.3253634572029114,0.3356480906223334,0.01028463341942204,0.348550283908844,0.3401825338602066
1995-08-02,0.3319077789783478,0.3281682086822502,0.0093497620985723,0.347755540907383,0.3402381843328476
1995-08-03,0.3365830481052398,0.3300379579512364,0.013089331466778598,0.3470075860619545,0.3404246348142624
1995-08-04,0.3309728503227234,0.3365830416193898,0.010284659986823874,0.3453713968396187,0.34055481910705565
1995-08-05,0.3309728503227234,0.3365830416193898,0.010284659986823874,0.3453713968396187,0.34055481910705565
1995-08-06,0.3309728503227234,0.3365830416193898,0.010284659986823874,0.3453713968396187,0.34055481910705565
1995-08-07,0.3244285881519317,0.3300379302445727,0.0112195579923553,0.34340799450874326,0.34057276308536527
1995-08-08,0.317883551120758,0.3262984144925739,0.010284661022544717,0.3416783198714256,0.3405447179079056
1995-08-09,0.3225588202476501,0.3188184263139894,0.009349761504137521,0.3402291536331177,0.3407130163908005
1995-08-10,0.3197532594203949,0.3225587792069486,0.004675292094866834,0.33840598315000536,0.34089064598083496
1995-08-11,0.3220914006233215,0.3206890648969879,0.009349762005477602,0.33627897799015044,0.3410215479135513
1995-08-12,0.3220914006233215,0.3206890648969879,0.009349762005477602,0.33627897799015044,0.3410215479135513
1995-08-13,0.3220914006233215,0.3206890648969879,0.009349762005477602,0.33627897799015044,0.3410215479135513
1995-08-14,0.3244285881519317,0.3216239171056113,0.0065442407633865,0.3341753467917442,0.34120854139328005
1995-08-15,0.3295705318450928,0.3281681961583138,0.0074791403067674955,0.3326560243964195,0.34129268288612363
1995-08-16,0.3337512016296386,0.3300014235609417,0.0065621053617023195,0.33232745826244353,0.34138564705848695
1995-08-17,0.3346894681453705,0.3346894681453705,0.010312733497401194,0.33146145194768906,0.34162826001644137
1995-08-18,0.336564302444458,0.336564302444458,0.010312732209863784,0.3319280043244362,0.341936417222023
